iter	RMSE
406	1.902884574
407	1.902240094
408	1.901636994
409	1.900169248
410	1.898657604
411	1.896011956
412	1.895079524
413	1.894037004
414	1.892979815
415	1.892266149
416	1.891622361
417	1.890519066
418	1.888784229
419	1.887239163
420	1.886543627
421	1.885668634
422	1.884535683
423	1.883591426
424	1.882739044
425	1.882000015
426	1.880874847
427	1.879430991
428	1.877731543
429	1.877453013
430	1.876313576
431	1.875156497
432	1.874542719
433	1.873126331
434	1.871926493
435	1.870893811
436	1.870150642
437	1.869463948
438	1.869102901
439	1.867996127
440	1.866964028
441	1.865930397
442	1.865526666
443	1.864237773
444	1.86377324
445	1.86353598
446	1.862595671
447	1.86204741
448	1.860931167
449	1.859610619
450	1.858564862
451	1.857261449
452	1.856704639
453	1.855595036
454	1.854827284
455	1.853696313
456	1.852578391
457	1.852099791
458	1.851243718
459	1.850523763
460	1.850041851
461	1.849028441
462	1.848413515
463	1.848178935
464	1.847868939
465	1.847369345
466	1.8471238
467	1.846802794
468	1.845776034
469	1.844275006
470	1.842598339
471	1.842166755
472	1.841565991
473	1.841006071
474	1.840129093
475	1.839546406
476	1.839125336
477	1.838193541
478	1.836722953
479	1.836177788
480	1.835069866
481	1.83427183
482	1.833520881
483	1.832562225
484	1.831504915
485	1.830764397
486	1.829298875
487	1.828060003
488	1.826675945
489	1.825855679
490	1.825602731
491	1.824751211
492	1.824020198
493	1.823605618
494	1.823122895
495	1.822710053
496	1.821931671
497	1.821054291
498	1.820758625
499	1.819129165
500	1.818258561
501	1.818063629
502	1.817034988
503	1.8163223
504	1.815654989
505	1.814954539
506	1.814264832
507	1.813087313
508	1.812774512
509	1.811889488
510	1.811753515
511	1.811020995
512	1.810019179
513	1.809030383
514	1.808148617
515	1.807780793
516	1.807066134
517	1.806037686
518	1.80527394
519	1.804743921
520	1.803893092
521	1.803361588
522	1.802755392
523	1.80188457
524	1.800817983
525	1.800443096
526	1.799741148
527	1.799007346
528	1.798709533
529	1.797921649
530	1.797149618
531	1.796104154
532	1.794747748
533	1.794537837
534	1.793420522
535	1.792695601
536	1.792644027
537	1.791430828
538	1.789589191
539	1.788851486
540	1.788139384
541	1.788125914
542	1.787642035
543	1.787290663
544	1.786330433
545	1.785420619
546	1.785117889
547	1.784615844
548	1.783223475
549	1.782446818
550	1.781861132
551	1.781622531
552	1.781090371
553	1.780404352
554	1.779845098
555	1.779016324
556	1.778489447
557	1.777709385
558	1.776448708
559	1.775199809
560	1.774581323
561	1.773666912
562	1.773057719
563	1.772476201
564	1.771943905
565	1.771190834
566	1.770064381
567	1.769328209
568	1.768816281
569	1.767955543
570	1.766659374
571	1.766321078
572	1.765527041
573	1.764306013
574	1.763234724
575	1.762674907
576	1.762182131
577	1.761929686
578	1.761386315
579	1.76106025
580	1.760171775
581	1.759261266
582	1.759046487
583	1.758206686
584	1.757586938
585	1.757336816
586	1.756907002
587	1.756196823
588	1.755803235
589	1.755080847
590	1.754237973
591	1.753579418
592	1.752795494
593	1.752366527
594	1.752236311
595	1.751674729
596	1.751357708
597	1.75068348
598	1.750238139
599	1.749574612
600	1.748728476
601	1.748072822
602	1.74772915
603	1.747045742
604	1.746017242
605	1.745332956
606	1.744800934
607	1.744619673
608	1.74391284
609	1.743320836
610	1.7423812
611	1.74211556
612	1.741460384
613	1.740997535
614	1.740524924
615	1.73999654
616	1.738252344
617	1.737431031
618	1.736997278
619	1.735743298
620	1.735178857
621	1.734944708
622	1.73481101
623	1.734518306
624	1.733948898
625	1.733326097
626	1.733174559
627	1.732495836
628	1.731468354
629	1.730946086
630	1.730701546
631	1.729798406
632	1.728667978
633	1.727811139
634	1.727511643
635	1.726897833
636	1.725891927
637	1.724320191
638	1.723766449
639	1.723134101
640	1.72183277
641	1.721363315
642	1.720843428
643	1.720474712
644	1.719427876
645	1.71877987
646	1.718350697
647	1.718054203
648	1.717767806
649	1.717294234
650	1.716359393
651	1.715856015
652	1.715636507
653	1.714902323
654	1.714747475
655	1.714317882
656	1.713849937
657	1.713287603
658	1.713092345
659	1.712235351
660	1.711682966
661	1.711255238
662	1.710722368
663	1.710052034
664	1.709058537
665	1.708133394
666	1.707748834
667	1.707479778
668	1.706746614
669	1.706199171
670	1.705714623
671	1.705420434
672	1.704935454
673	1.704536784
674	1.704055221
675	1.703486879
676	1.702882229
677	1.7019391
678	1.701503682
679	1.701195074
680	1.700609423
681	1.700048735
682	1.699451985
683	1.699152479
684	1.698376631
685	1.697229343
686	1.696879525
687	1.696204764
688	1.695691228
689	1.695243449
690	1.694530912
691	1.693951853
692	1.693105466
693	1.692279864
694	1.691391567
695	1.691293758
696	1.690947831
697	1.6902669
698	1.689647374
699	1.689221425
700	1.687898546
701	1.687267152
702	1.686711367
703	1.686237118
704	1.6855846
705	1.684914112
706	1.684443675
707	1.68383747
708	1.683752164
709	1.68277706
710	1.682172466
711	1.681534447
712	1.681045644
713	1.680042355
714	1.67958969
715	1.67921285
716	1.678676442
717	1.677976646
718	1.677408724
719	1.676881569
720	1.676250148
721	1.675740007
722	1.674543555
723	1.67417026
724	1.673838587
725	1.673139208
726	1.672297777
727	1.67149572
728	1.671209827
729	1.671113185
730	1.670325851
731	1.670229815
732	1.669937277
733	1.669320735
734	1.668655845
735	1.667095704
736	1.666480025
737	1.665737583
738	1.664761876
739	1.663884732
740	1.663497391
741	1.663003583
742	1.662596088
743	1.662031129
744	1.661155429
745	1.660685871
746	1.660094817
747	1.659298361
748	1.658976558
749	1.658532369
750	1.657437495
751	1.657060863
752	1.656339955
753	1.655383431
754	1.654628593
755	1.653714977
756	1.653310664
757	1.652677784
758	1.652499783
759	1.651649559
760	1.650959252
761	1.650154593
762	1.649853872
763	1.648899852
764	1.648514093
765	1.647827155
766	1.647318148
767	1.646857964
768	1.646353781
769	1.645726604
770	1.645617575
771	1.645296873
772	1.645125253
773	1.644541126
774	1.643899825
775	1.643795155
776	1.643201615
777	1.64263476
778	1.64215337
779	1.641565501
780	1.640967609
781	1.640532792
782	1.639998601
783	1.639590866
784	1.638759372
785	1.637957746
786	1.637514115
787	1.636789862
788	1.636241703
789	1.635599673
790	1.634964122
791	1.634405358
792	1.633871264
793	1.633339514
794	1.632524159
795	1.632137445
796	1.631774135
797	1.630996989
798	1.630559316
799	1.629497782
800	1.629135604
801	1.628685244
802	1.628071627
803	1.627618485
804	1.626756168
805	1.626291726
806	1.625632417
807	1.625293003
808	1.624844937
809	1.624769832
810	1.624361059
811	1.624001
812	1.623673527
813	1.623159379
814	1.622662574
815	1.621605091
816	1.621328537
817	1.620626102
818	1.620233627
819	1.61932468
820	1.618076377
821	1.617670004
822	1.617200706
823	1.616501093
824	1.616065237
825	1.615274148
826	1.61421237
827	1.613907075
828	1.613417573
829	1.612427782
830	1.612092986
831	1.611502486
832	1.610917553
833	1.610489728
834	1.609594505
835	1.608613494
836	1.608125004
837	1.607766858
838	1.607361051
839	1.607183619
840	1.606155871
841	1.605200889
842	1.604859556
843	1.60444884
844	1.604038413
845	1.603263836
846	1.602662637
847	1.60214333
848	1.601578018
849	1.600608099
850	1.600235277
851	1.599270665
852	1.598864692
853	1.598469749
854	1.597692623
855	1.597322777
856	1.596266095
857	1.595782778
858	1.595155308
859	1.594016448
860	1.593624975
861	1.593101448
862	1.592619747
863	1.592246937
864	1.591565785
865	1.591156223
866	1.590783727
867	1.590424454
868	1.590200414
869	1.589334304
870	1.588867488
871	1.588542114
872	1.588045838
873	1.587442053
874	1.586819235
875	1.586130115
876	1.58546163
877	1.584813381
878	1.584454978
879	1.583857482
880	1.583190655
881	1.582733377
882	1.582436407
883	1.581652117
884	1.581031443
885	1.580609571
886	1.580047277
887	1.579706646
888	1.579255257
889	1.578984476
890	1.578635576
891	1.57778262
892	1.576697652
893	1.576322598
894	1.57556678
895	1.574459052
896	1.574020428
897	1.573709489
898	1.572789781
899	1.572006992
900	1.57140292
901	1.571065568
902	1.57071575
903	1.570132727
904	1.569401864
905	1.568857466
906	1.568316647
907	1.567567014
908	1.566426437
909	1.566095549
910	1.565559814
911	1.564877117
912	1.564142918
913	1.563251136
914	1.562868449
915	1.562520458
916	1.562102673
917	1.561843382
918	1.561310894
919	1.560622823
920	1.560219462
921	1.559757426
922	1.559409879
923	1.559146517
924	1.558585275
925	1.558278671
926	1.557926216
927	1.557254545
928	1.556961108
929	1.556644194
930	1.556354342
931	1.556069927
932	1.555454588
933	1.55512397
934	1.55480137
935	1.554513949
936	1.553809451
937	1.553352914
938	1.553020828
939	1.552694074
940	1.551989026
941	1.551263431
942	1.551048355
943	1.550666353
944	1.550356262
945	1.550073215
946	1.549498702
947	1.549102048
948	1.54856219
949	1.548228555
950	1.547703146
951	1.546681322
952	1.546238644
953	1.545953861
954	1.545639859
955	1.545282589
956	1.544803042
957	1.544480046
958	1.544187882
959	1.543646816
960	1.543165122
961	1.542344093
962	1.542004122
963	1.541340232
964	1.541121336
965	1.540648307
966	1.540111464
967	1.53975201
968	1.539484652
969	1.538273258
970	1.537928653
971	1.537674017
972	1.537330244
973	1.537050264
974	1.536537678
975	1.536205521
976	1.535866737
977	1.535322569
978	1.535014985
979	1.534350078
980	1.534009255
981	1.533711535
982	1.533405153
983	1.532890545
984	1.532637216
985	1.532254353
986	1.531933946
987	1.531428058
988	1.531127044
989	1.530916892
990	1.5304869
991	1.530182201
992	1.529059555
993	1.528745092
994	1.528451202
995	1.527286503
996	1.52697461
997	1.526656466
998	1.526028776
999	1.525505249
