bus_id,route_id,imei,latitude,longitude,speed,time,flag
33,10,d2:18:57:29:37:7,-7.93324,112.60354,10,"2024-01-17 14:27:47",1
33,10,fb:fd:2a:a8:e2:b,-7.93680,112.62644,10,"2024-01-17 14:49:56",0
33,10,fb:fd:2a:a8:e2:b,-7.93680,112.62644,10,"2024-01-17 14:50:06",0
33,10,fb:fd:2a:a8:e2:b,-7.93680,112.62644,10,"2024-01-17 14:50:21",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:50:41",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:50:51",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:51:01",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:36",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:46",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:46",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:51",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:51",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:57",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:57",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:58",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:56:58",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:02",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:02",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:02",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:02",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:03",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:04",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:54",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:57:59",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 14:59:23",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:03:39",1
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:00",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:00",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:05",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:05",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:11",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:11",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:12",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:12",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:17",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:17",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:17",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:17",0
33,11,fb:fd:2a:a8:e2:b,-7.93681,112.62644,10,"2024-01-17 15:04:17",0
